source_name,review_date,critic_name,review_detail
Financial Times," December 27, 2016",Nigel Andrews," What other filmmaker could create a tissue of metaphor, almost musical, from the hum of rotary objects?"
Times (UK)," October 10, 2016",Kate Muir," From the Thai arthouse director Apichatpong Weerasethakul, whose Uncle Boonmee won the Palme d'Or at Cannes a few years ago, comes another strange swooning dream, Cemetery of Splendour."
Cine Vértigo," August 23, 2016",Ernesto Diezmartinez," It's hard to keep your eyes open while watching a still frame of a group of sleeping men, but manages to accomplish truly magical moments. [Full review in Spanish]"
Correcámara," August 22, 2016",Hugo Lara, Not the best of Weerasethakul but definitely stands out and it's worth watching. [Full review in Spanish]
Cine Premiere," August 19, 2016",Alejandro Murillo, This film is so visually amazing that stimulates the audience's senses and imagination. [Full review in Spanish]
Total Film," August 15, 2016",Kevin Harley," Weerasethakul's radiant images, magical digressions and surprise knob gags keep things fresh and alert, anchored by a sense of sighing sorrow for personal/political traumas."
La Jornada," August 8, 2016",Carlos Bonfil, A film as gratifying as it's disturbing. [Full review in Spanish]
La Jornada," August 8, 2016",Leonardo Garcia Tsao, A film as interesting as it's lethargic. [Full review in Spanish]
Clarín," August 8, 2016",Gaspar Zimerman, A film full of magical realism. You either love it or hate it. [Full review in Spanish]
La Nación (Argentina)," August 8, 2016",Diego Batlle, The Thai director does it again with this beautiful and sensible film. [Full review in Spanish]
El Pais (Spain)," August 8, 2016",Jordi Costa, An inteligent and universal film about empathy. [Full review in Spanish]
Seanax.com," July 16, 2016",Sean Axmaker, ... the world we live in and the world we dream are one and the same.
Antagony & Ecstasy," July 10, 2016",Tim Brayton," Calling the film supremely pleasurable and transfixing is undoubtedly selling it short, but as a first impression, it's absolutely enough."
SciFiNow," July 8, 2016",Katherine McLaughlin, Quietly powerful and curious film.
Brooklyn Magazine," June 28, 2016",Forrest Cardamenis," Apichatpong's unique breed of not-quite Magical Realism, then, enables his politics, rather than vice-versa. Even so, those who have trouble with Apichatpong's unusual formalism can grasp something more tangible this time around."
Sunday Independent (Ireland)," June 20, 2016",Hilary A White," Your mind is encouraged to put its feet up while watching Cemetery of Splendour. If you can do that, there is an ambience here that you'll gradually warm to. For many, however, it may prove too hard a sell."
HeyUGuys," June 20, 2016",Jon Lyus," A fantastical and meandering exploration of the blurred boundaries between dreams and reality in a small, rural town in Thailand."
The Arts Desk," June 17, 2016",Nick Hasted," Like most Weerasethakul films, it's both deeply rooted, and transcendent."
Sight and Sound," June 17, 2016",Tony Rayns," Apichatpong's singular method is by now familiar: he looks at present-day realities through a prism of personal and collective memories, refusing to distinguish between the everyday, dream-states and dark fantasies"
Radio Times," June 16, 2016",David Parkinson," It's possible to detect an allegorical discussion of Thailand's recent travails, but this distinctive blend of lyricism and mysticism is to be experienced as much as understood."
New Yorker," February 29, 2016",Richard Brody," Weerasethakul films the Thai landscape and village spaces, their tones of light and color, with a poised and painterly eye, keeping the camera still and the action quiet as if to invite elusive spirits to inhabit the image."
Willamette Week," February 24, 2016",Mike Gallucci," It's a beautiful hallucination, life and death nestled in the wonders of nature. "
The Film Stage," February 22, 2016",Nick Newman, [Apichatpong Weerasethakul's] latest film is as enveloping as anything he's ever made.
Chicago Reader," January 28, 2016",J. R. Jones," Calm and quiet, but nicely paced."
TheFilmFile.com," January 24, 2016",Dustin Putman," [Sundance 2016] Heady but not self-serious, the beautifully strange ""Cemetery of Splendor"" holds a welcome lightness and humor alongside its thematic pathos."
The Age (Australia)," January 22, 2016",Philippa Hawker," It is characteristically slow and measured, combining a profound sense of melancholy with a light touch, blurring the boundaries between waking and sleeping, dream and memory, past and present in the most relaxed, quotidian way."
FILMINK (Australia)," January 14, 2016",Thomas Derwin," Both a film of resistance and an openly escapist experience, Cemetery of Splendour envelops you in immediate reverie, pulling you in with its quiet rhythms and cadences."
Madison Movie," November 18, 2015",Rob Thomas," The placid, normal-seeming exterior seems appropriate for a film that is about digging beneath the layers, digging to the past, digging to the subterranean heart of ourselves."
Variety," July 20, 2015",Justin Chang, The latest gently hypnotic cinematic enigma from the Thai writer-director Apichatpong Weerasethakul.
Metro," March 4, 2016",Matt Prigge," The strange and unusual are presented as normal, and we're begged to accept a world where the fantastical really can happen - where life really is bigger and more amazing than what's in front of us."
BuzzFeed News," March 4, 2016",Alison Willmore," The languidly paced movie requires some surrendering to, but it's well worth it."
NPR," March 4, 2016",Ella Taylor," It's almost boring, until you give yourself over to the long, atmospherically still takes that cover every scene. The mood is serene, with an undertow of sadness."
Movie Mezzanine," March 4, 2016",Vikram Murthi, Cemetery of Splendour is too multifaceted a film to force viewers to ascribe to a single interpretation. 
RogerEbert.com," March 4, 2016",Sheila O'Malley," Within its structure lies multiple intersecting and contradicting arcs of meaning, none of which cancel each other out but instead create a vast pool of associations."
New York Times," March 3, 2016",Glenn Kenny," There's a cultural specificity to this movie that will make it, for Western audiences, even more enigmatic than it is in its Thai context. This ought not be a stumbling block, though."
Film Comment Magazine," March 3, 2016",Jonathan Romney," It's sweet, simple, potent theatrical magic-but it all signals, as so much does in the film, how much the past is visible in Thailand's present, and how much is invisible unless we're willing to look."
Film Journal International," March 3, 2016",David Noh, The latest film by Apichatpong Weerasethakul will inspire both rapture in his avidly devoted claque and boredom in the less patient.
AV Club," March 3, 2016",A.A. Dowd, The film succeeds in attuning its audience to a quieter way of life ...
Village Voice," March 1, 2016",Melissa Anderson," As is his custom, Weerasethakul addresses his nation's martial history with the lightest of touches."
Screen International," February 29, 2016",Allan Hunter, There is the notion that any individual or country can awaken from the darkness of its past.
Hollywood Reporter," February 29, 2016",Jordan Mintzer," It's a vision that can make his movies, and especially this one, seem both inscrutable and strangely gratifying, and the experience of watching it is like dreaming with your eyes wide open."
CineVue," February 29, 2016",John Bleasdale, Asking what it all means is laughably irrelevant and Weerasethakul's Cemetery of Splendour teeters occasionally on the ephemeral even as its subject is the ephemeral nature of reality.
