source_name,review_date,critic_name,review_detail
Film Threat," February 6, 2017",Anthony Ray Bench," Visually, Moana is a gorgeous film."
Cinemaphile.org," February 3, 2017",David Keyes," The story is an echo of that ever-so-familiar journey in which young heroines become restless with the grind of their routines and wander beyond the borders of their world, usually against the wishes of strict parental figures."
Otroscines.com," January 27, 2017",Diego Battle, A film with a plot is as simple as effective that recovers the tradition of the studio with the contribution of new technologies. [Full review in Spanish]
South China Morning Post," January 25, 2017",Richard James Havis, Disney's take on the oceanic myths of the Pacific Islands could go on to become an animated classic.
The Australian," January 6, 2017",Stephen Romei," I have a soft spot for the gigantic, arrogant, avaricious crab named Tamatoa."
Cinema em Cena," January 5, 2017",Pablo Villaça, The Disney princesses are always a curious reflection of the changes on social paradigms. [Full review in Portuguese.]
East Bay Express," January 5, 2017",Kelly Vance, It's strangely addictive.
rec.arts.movies.reviews," January 2, 2017",David N. Butterworth," Purposefully and persuasively continues the Disney tradition of tough, outspoken, and intrepid heroines without skipping a beat. "
Hindustan Times," December 31, 2016",Rashid Irani," Brimming with gorgeous visuals, enchanting tunes and a captivating narrative, Moana chronicles the life-changing story of the eponymous South Pacific Islander."
Cinema Sight," December 31, 2016",Wesley Lovell," A song score that's far weaker than the great animated musicals of the 1990s, this Disney princess film has all the charm one would expect from the Mouse House, without the feeling of urgency."
Austin Chronicle," December 30, 2016",Marc Savlov, Who knew the Rock could belt out giddy showstoppers like an old Broadway ham?
The Mary Sue," December 30, 2016",Teresa Jusino, I'd highly recommend taking the whole family to see Moana this weekend. It's exactly the kind of Disney movie we should be encouraging.
The Standard," December 29, 2016",Matt Neal, Moana ticks all the boxes required to make a great modern Disney princess movie and does so without ever feeling like it's a Disney princess movie.
"Commercial Appeal (Memphis, TN)"," December 27, 2016",John Beifuss," Although the film lacks a swoony love story, its Freudian implications aren't particularly feminist, as Moana works to elevate the demigod's ego, diminished by the unreliablility of his damaged magical fishhook..."
3AW," December 25, 2016",Jim Schembri," As for Moana, she makes for an inspiring centrepiece, the latest in a long line of Disney heroines that is simply unmatched by any other studio."
"Quad City Times (Davenport, IA)"," December 25, 2016",Linda Cook, 'Moana' is an enjoyable island getaway.
Schmoes Know," December 22, 2016",Mark Ellis, It's a visual marvel and has the reliably nice message one would hope for from the Mouse.
Schmoes Know," December 22, 2016",Kristian Harloff, I highly recommend Moana to virtually any audience.
Adelaide Review," December 22, 2016",David 'Mad Dog' Bradley," This will naturally prove a summery fave for the small-fry, even if the songs don't quite hit the heights and the final act feels a little flat."
New Zealand Herald," December 22, 2016",Russell Baillie," Apart from those occasional dull patches, it is enjoyable."
SciFiNow," November 17, 2016",Poppy-Jay Palmer," It's a basic Point-A-to-Point-B adventure film, but with so much life, energy and emotion. It's perfectly cast, and the animation -- particularly the parts with the ocean in them, which is almost all of it -- is jaw dropping."
Movie Nation," November 17, 2016",Roger Moore, Pixar who?
Dallas Morning News," November 17, 2016",Britton Peele," Moana makes for a great role model for young children, especially girls."
BuzzFeed News," November 16, 2016",Alison Willmore," Moana's indisputable saving grace is how good it looks - really, better than any other Disney movie to date, overflowing with lush, brazen beauty."
IGN Movies," November 15, 2016",Eric Goldman," The film delivers the strong humor, well executed action, memorable music and lovable characters Disney has perfected in a delightful and lovely manner."
The Film Stage," November 15, 2016",Dan Schindel, It feels less like a truly Polynesian story than it does a generic Disney story slotted into a new setting. 
