source_name,review_date,critic_name,review_detail
Cinegarage," February 1, 2017",Erick Estrada," A hard, painful and necessary documentary with well-presented interviews, which helps us understand similar situations that are also present in Mexico. [Full review in Spanish]"
Laramie Movie Scope," January 5, 2017",Robert Roten, Director Ava DuVernay ('Selma') has made a very powerful and provocative documentary film which highlights a clear danger to American democracy. It shows how America's enormous prison industry and its largely black population came to be.
Chicago Tribune," December 28, 2016",Michael Phillips," It's a crazy amount of ground to cover, but only rarely does 13th sacrifice clarity for cinematic energy."
Combustible Celluloid," December 28, 2016",Jeffrey M. Anderson, It's an absolute must-see.
Slate," December 28, 2016",Leon Neyfakh," In its sweeping treatment of the history of American racism, the film brought me closer than I've ever been to understanding how it could be that so many people could have ever grown used to the moral catastrophes that were slavery and Jim Crow."
CNN.com," December 28, 2016",Brian Lowry," Given the concerns about relations between law enforcement and minority communities, 13th could hardly be timelier."
CineVue," December 28, 2016",Matthew Anderson," Ava DuVernay's 13th bites down on the gristly notion of the USA as 'The Land of the Free', chews with bitter discomfort and consequently spits it out, unable to swallow."
Radio Times," December 28, 2016",Trevor Johnston," A partisan view, perhaps, but the film's argument is strong, articulately expressed, and backed up by truly disturbing images of injustices past and present."
The Film Stage," December 28, 2016",Diana Drumm, 13th speaks to a populace jaded by the status quo and encourages them to reexamine their own preconceptions and prejudices.
Baret News," December 20, 2016",Kam Williams, A searing indictment of the criminal justice system as a shameful vestige of chattel slavery.
Antagony & Ecstasy," December 17, 2016",Tim Brayton," Though it is surely better as journalism than it is a cinema, is essential viewing and probably the most important movie made in America in 2016."
Ozus' World Movie Reviews," December 14, 2016",Dennis Schwartz," It's a lively film that demands answers about what we mean when we say we want ""law and Order""."
Detroit News," December 9, 2016",Tom Long, It's all very alarming and upsetting and terrifying.
Film Inquiry," December 6, 2016",Emily Wheeler," With 13th, Ava DuVernay provides a comprehensive and wide-eyed look at the complications of the 13th amendment we aren't discussing."
Medium," December 4, 2016",Chris Barsanti, ...spring-coiled and crucial.
New York Observer," November 9, 2016",Oliver Jones," Manages to capture the depth and insidiousness of more than a century of cultural, societal and economic oppression along racial lines and then condenses it into a brisk 100-minute package that could literally slip right into your pocket."
National Review," November 4, 2016",Armond White, The 13th is full of accusations by opportunists-posing-as-historians who profit from reinforcing the fear that black Americans by and large have not experienced progress.
PopMatters," November 3, 2016",Argun Ulgen," 13th is not so much a ""wake up"" call, but an entreaty to get to work."
Film Experience," October 26, 2016",Glenn Dunks, 13th is an essential viewing for everybody. It is essential for you and for myself. Essential for Americans and those outside its borders. Essential most of all for white people and black people and everybody else. 
