source_name,review_date,critic_name,review_detail
Counterpunch.org," February 1, 2017",Louis Proyect," A film that makes you want to stand up and cheer at the ending, much more than the routinely ""inspirational"" films shown in Multiplexes."
JWR," January 31, 2017",S. James Wegg, There is life after Disney
Film Experience," January 3, 2017",Glenn Dunks," Did I cry during Life, Animated? You bet I did. But that is because it is about a young man overcoming the shackles of disease through the power of art, not because it's any good."
Irish Times," December 30, 2016",Tara Brady, Editor David Teague skilfully places original animated inserts and favourite movie scenes to allow us a brief glimpse into Owen's wonderful Disneyfied psyche.
Financial Times," December 27, 2016",Nigel Andrews," Life, Animated, directed by Roger Ross Williams, is a touching documentary about autism."
CineVue," December 20, 2016",John Bleasdale," Like The Wolfpack, Life, Animated gives us an unexpected story of how cinema (in both cases via VHS tapes) can provide solace and meaning in extraordinary circumstances."
Spirituality and Practice," December 13, 2016",Frederic and Mary Ann Brussat, The hero's journey of a young autistic man who has found personal expression and meaning through Disney animated movies.
Sunday Independent (Ireland)," December 12, 2016",Aine O'Connor," This informative, very affecting film is excellent on both the perspective of those with autism and those who love them."
Observer (UK)," December 11, 2016",Wendy Ide," This documentary, through expressive sound design, appealing animation and Owen's observations, gives real insight into the mind of an autistic person."
Little White Lies," December 10, 2016",Ewan Cameron, A wonderful example of the power of cinema and humanity.
Sight and Sound," December 9, 2016",Hannah McGill, Particularly vivid and endearing.
Scotsman," December 8, 2016",Alistair Harkness, The film offers a fascinating testament to the power and limitations of movies as tools for understanding and communicating with the world around us.
Radio Times," December 8, 2016",Leslie Felperin," Director Roger Ross Williams's immensely rewarding documentary tells the story of the Suskind family and shows how love, sensitive parenting and watching tons of kids' movies can save a life."
Daily Express (UK)," December 8, 2016",Allan Hunter," Life, Animated tells an irresistible true story of a triumph against all the odds."
Daily Telegraph (UK)," December 8, 2016",Tim Robey," If Owen Suskind, its autistic subject, were a fictional character, we'd probably rebel against the heart-tugging arc of empowerment prescribed for him. We might even scoff."
Times (UK)," December 8, 2016",Kevin Maher," Life, Animated is a feel-good documentary about autism, Disney movies and the stranglehold childhood has on adults."
Guardian," December 8, 2016",Peter Bradshaw," The film's effects are maybe a little directly sentimental, but this is a tremendous true story of family love."
HeyUGuys," December 8, 2016",Jon Lyus," Life Animated, is a heart-warming, honest and thoughtful film about how a family made magic out of adversity."
Empire Magazine," December 8, 2016",David Parkinson," A touch twee at times, but the use of classic and original animation is admirable, while Owen emerges as the king of sidekicks."
Independent (UK)," December 7, 2016",Geoffrey Macnab," You won't find many documentaries more heart-warming than Roger Ross Williams' Life, Animated."
Los Angeles Times," June 30, 2016",Kenneth Turan," Emotional honesty ... is ""Life, Animated's"" greatest strength."
Hollywood Reporter," June 30, 2016",Duane Byrge," If you believe in magic, Life, Animated is the potion for you."
New York Post," June 30, 2016",Kyle Smith, A deeply felt documentary ...
Screen International," June 30, 2016",Tim Grierson," All of this is rather straightforward and polished, but some of the film's most affecting moments come through animations designed by artist Mac Guff."
Village Voice," June 30, 2016",Alan Scherstuhl," The film is tender and patient, as fascinated by the challenges of daily life as it is by the dramatic medical mystery at its heart."
AV Club," June 29, 2016",Noel Murray," It's hard to nitpick too much, given how insightful and emotional so much of this documentary is."
Slant Magazine," June 27, 2016",Clayton Dillard, It never addresses Disney's wholly manufactured stranglehold on turning adolescent desire into a consumerist impulse.
Flavorwire," April 26, 2016",Jason Bailey," It's a rich and emotional story, warm and kind and often overwhelming."
Nonfics," April 15, 2016",Daniel Walber," Unfortunately, Roger Ross Williams's documentary about Owen and his family underuses the inherent dramatic potential of the story. Life, Animated, while not short on feeling, lacks confidence."
The Film Stage," February 19, 2016",John Fink," Life, Animated, like Owen, is optimistic and should provide a measure of comfort for the many families affected by a complex disorder."
Variety," February 6, 2016",Justin Chang, Roger Ross Williams' captivating documentary explores a young autistic man's growth and progress through his obsession with Disney animated movies.
"Deseret News, Salt Lake City"," January 29, 2016",Josh Terry," Disney's role in the lives of children around the world is indisputable, but the company would be hard-pressed to find a better example to be proud of than the autistic subject of Life, Animated."
Guardian," January 29, 2016",Lanre Bakare, A beguiling mix of animated storytelling and narration that doesn't flinch from exploring the emotional highs and lows that accompany a life with autism.
TheFilmFile.com," January 23, 2016",Dustin Putman," [Sundance 2016] ""Life, Animated"" is joyous and touching in equal measure, a documentary about a young autistic man, Owen Suskind, whose love of Disney movies held the key to a life-changing communication breakthrough."
New York Magazine/Vulture," July 8, 2016",David Edelstein," I had to fight off skepticism about Life, Animated - it feels a little tidy. But maybe there is something to be gained from identifying with a character onscreen if you have immense difficulty navigating the world."
Christian Science Monitor," July 8, 2016",Peter Rainer, What the film is ultimately about is the extent to which love and caring can help turn a life around for a person deemed beyond reach.
Beliefnet," July 7, 2016",Nell Minow," Tells Owen's story in a way that lets us see through his eyes the way that ""Peter Pan"" and ""Aladdin"" let him see through ours."
Washington Post," July 7, 2016",Ann Hornaday," ""Life, Animated"" makes fascinating points, about the power of cinema, about meeting our loved ones where they are and, as Ron says, about who gets to decide what constitutes a meaningful life."
Consequence of Sound," July 7, 2016",Dominick Mayer," Life, Animated doesn't aim for ""awareness"" so much as a more honest, comprehensive understanding of autism as a shifting thing particular to each person affected. It's a warmly empathetic documentary."
Reeling Reviews," July 5, 2016",Laura Clifford," We leave Owen with a part time job taking tickets at a Regal Cinema. Will the theater's multiple screens broaden his perspective? That, too remains unanswered."
New Yorker," July 5, 2016",Anthony Lane," Owen has made immense progress, to which ""Life, Animated"" is a stirring tribute, yet it leaves a trail of questions unanswered or unasked."
indieWire," July 3, 2016",Eric Kohn, It's the best Disney movie that Disney didn't make.
L.A. Biz," July 1, 2016",Annlee Ellingson," [Speaks] to the power of cinema, and art in general, as a tool of communication and expression and connection, in this case directly saving a boy's life."
Common Sense Media," July 1, 2016",Sandie Angulo Chen," Unforgettable doc about autism, communication, Disney."
Film-Forward.com," July 1, 2016",Kent Turner," On one level, the film becomes a celebration of a film buff that would appeal to other cinephiles."
Metro," July 1, 2016",Matt Prigge," There's a lot here about how pop culture impacts us, but even more about how adversity can bring out our very best."
