source_name,review_date,critic_name,review_detail
Cinemanía (Spain)," February 8, 2017",Daniel de Partearroyo, A story capable of subvert class and of race topics in a clever way with a deep and human portrait that annihilates various prejudices and archetypes along the way. [Full review in Spanish]
Excelsior," February 7, 2017",Adrián Ruiz," A film that explores solitude, uncertainty and it's intimate and possesses beauty. The filmmaker relies on sounds and camera locations that allow you to feel what the protagonist experiences. [Full review in Spanish]"
Cinemanía (Spain)," February 7, 2017",Yago García," A story of indefinition. Of a life in constant danger of being shattered, not by the lack of options (although also), but by having to choose between many, and no good. [Full review in Spanish]"
The Skinny," February 6, 2017",Josh Slater-Williams," An authentic, complex, operatic, boldly expressive meditation on the circularity of time, alongside identity and love in all their forms."
Urban Cinefile," February 5, 2017",Louise Keller," While the muffled dialogue and slang may stop you from understanding every word, one thing is sure, there is no mistaking the powerful statement this exploration of the Afro American male makes.... The subject matter is tough; the experience is touching"
ABC Radio Brisbane," February 4, 2017",Matthew Toomey, This is a remarkably good movie about one man trying to find love and his place in the world.
El Financiero," February 3, 2017",Daniel Krauze," In Moonlight sex and sexuality are key. However, it's a strangely asexual film. A more like a thesis about desire more than a cinematographic experience. [Full review in Spanish]"
Independent Online (South Africa)," February 3, 2017",Theolin Tembo," Moonlight may not be a film for everyone, but it's a film everyone should be encouraged to see."
International Business Times," February 3, 2017",Amy West," What it does manage to say -- be it about community, tolerance, gay masculinity or most obviously, the concept of inevitability -- it puts across beautifully and poignantly."
Otroscines.com," February 2, 2017",Diego Battle," A beautiful and noble film (could be seen as a sort of african american version of Boyhood), but far from that less than revolutionary spirit that a lot of american critics and the Hollywood Academy itself exalted. [Full review in Spanish]"
Chicago Reader," February 2, 2017",J. R. Jones, An intimate and haunting drama.
El antepenúltimo mohicano," February 1, 2017",Alberto Sáez Villarino," A film that insists on a reflective narrative advance, with no special effects of great spectacularity, providing an alternative vision of that tragic determinism that dictates the life of the African American ghetto inexorably. [Full review in Spanish]"
Cine Vértigo," February 1, 2017",Ernesto Diezmartinez," Jenkins gives us a sensitive chronicle of growth, maturation and self-acceptance. A remarkable film. [Full review in Spanish]"
Letras Libres," February 1, 2017",Fernanda Solórzano," Although it's not bad, I found it overrated, as it tells a story through a trite narrative formula and flat characters that we've already been seen in dozens of films. [Full review in Spanish]"
Siete24.mx," February 1, 2017",Mario P. Székely," One of the best films of 2016, that tells us that our humanity emerges when we feel empathy and compassion. When we see each other and learn to forgive ourselves. [Full review in Spanish]"
Excelsior," February 1, 2017",Lucero Solórzano," A well-made, simple and unpretentious film that reflects in a sensitive and profound way around the human condition. [Full review in Spanish]"
Cinema Movil," February 1, 2017",Gonzalo Lira Galván," One of the most important and urgent premieres to watch, as it tackles the topics it talks about with integrity, ambiguity and lots of dignity. [Full review in Spanish]"
Cinegarage," February 1, 2017",Erick Estrada, Smaller and more modest than other great productions this story has subtle yet powerful attributes. [Full review in Spanish]
Butaca Ancha," February 1, 2017",JJ Negrete," A film that, rather than responding to tendencies or needs of genres or easy labels, finds its power in the humane through a viscerality of various nuances that finds a unique eloquence in its cast. [Full review in Spanish]"
Little White Lies," February 1, 2017",Charles Bramesco," A personal/political triptych which offers keen perspectives on masculinity, queer sexuality, racial identity, and the odd angles at which they intersect."
Collider," September 5, 2016",Brian Formo," There's warmth and tension in every frame, mostly from characters trying to find the right words or motions to express themselves."
Screen International," September 4, 2016",Tim Grierson," An indelible portrait of an imperilled life, ""Moonlight"" is a devastating depiction of masculinity, race and identity. Ambitious in scope but precise in its execution, this deceptively small-scale character piece reverberates with compassion and insight."
Guardian," September 3, 2016",Benjamin Lee, A rarely seen portrait of what it really means to be a black gay man in America today. It's a stunning achievement.
Hollywood Reporter," September 3, 2016",David Rooney, Glows like its title.
Variety," September 3, 2016",Peter Debruge," Barry Jenkins' vital portrait of a South Florida youth revisits the character at three stages in his life, offering rich insights into the contemporary African-American experience."
indieWire," September 2, 2016",Eric Kohn, The story's power comes from the gaps between words - and an ongoing battle to find the right ones.
TheWrap," September 2, 2016",Sam Fragoso," Jenkins and McCraney have artfully cobbled together something that is impressionistic and wondrous, like a compendium of half-remembered memories, tinged by sadness."
The Playlist," September 2, 2016",Gregory Ellwood," There have simply not been enough films about the gay experience of African-Americans or other people of color for that matter. Is is not hyperbole to note Barry Jenkins' magnificent new drama ""Moonlight"" is a historic achievement in this regard."
Movie Mezzanine," September 16, 2016",Kenji Fujishima, Humane and deeply moving.
Nerdist," September 16, 2016",Noah Gittell," With repressed men of all races increasingly finding reason to lash out, Moonlight asks us to put down our arms and open our hearts."
BBC.com," September 16, 2016",Sam Adams, The work of a major film-maker and not just a promising one.
JoBlo's Movie Emporium," September 16, 2016",Chris Bumbray, A staggering work.
Slant Magazine," September 15, 2016",Jake Cole, The acting elevates the clichés of Barry Jenkins's script into something approaching lived truth. 
CraveOnline," September 15, 2016",William Bibbiani," That rare film that seems to wholly capture a human experience, in all of its tragedy and wonder."
PopMatters," September 15, 2016",Stephen Mayne, Understated and thought-provoking.
London Evening Standard," September 15, 2016",David Sexton," Moonlight is mesmerically, sometimes swooningly, shot and scored, and well-acted all round too."
Cinema Movil," September 15, 2016",Oscar Uriel, A memorable drama that analyzes the way we relate with each other under modern society standards. [Full review in Spanish]
The Verge," September 15, 2016",Tasha Robinson," One of Moonlight's remarkable strengths is how completely it avoids preaching, after-school messaging, or pat cinematic answers."
Vox," September 14, 2016",Todd VanDerWerff," One of the year's best films, one of those movies that sneaks up on you and packs a wallop in the end."
TIME Magazine," September 14, 2016",Stephanie Zacharek," Leaves you feeling both stripped bare and restored, slightly better prepared to step out and face the world of people around you, with all the confounding challenges they present. There's not much more you can ask from a movie."
RogerEbert.com," September 13, 2016",Brian Tallerico," Moonlight is a film that is both lyrical and deeply grounded in its character work, a balancing act that's breathtaking to behold."
The Film Stage," September 13, 2016",Jared Mobarak, Moonlight is a quietly introspective depiction steeped in unparalleled honesty of the ways in which we're saved and damned throughout our lives.
ScreenCrush," September 12, 2016",Erin Whitney," A masterpiece of poetic filmmaking, Moonlight is one of the most powerful films of the year."
Time Out," September 11, 2016",Joshua Rothkopf," Moonlight takes the pain of growing up and turns it into hardened scars and private caresses. This film is, without a doubt, the reason we go to the movies: to understand, to come closer, to ache -- hopefully with another."
Uproxx," September 10, 2016",Mike Ryan, Moonlight is a beautiful piece of filmmaking.
NOW Toronto," September 9, 2016",Radheyan Simonpillai," Jenkins balances raw honesty with dreamy imagery and keeps his narrative loose, riding emotional beats instead of getting trapped inside a finite beginning and end. That is exactly how it should be."
Vanity Fair," September 9, 2016",Richard Lawson," A triptych illustrating the tidal ebb and flow of identity, Jenkins's film is awash in dreaminess, while still examining the life of one young man with piercing clarity."
Film Freak Central," September 6, 2016",Walter Chaw," Moonlight is always in tension with itself. Sometimes it wins and turns into something absolutely, rapturously lovely. Sometimes it loses."
Metro," October 18, 2016",Matt Prigge," By the end, calling ""Moonlight"" an ""important"" film seems like an insult. It's even better than that."
The Movie Minute," October 18, 2016",Joanna Langfield, This achingly beautiful coming of ager leaves its mark on both heart and soul.
New York Daily News," October 14, 2016",Stephen Whitty," ""Moonlight"" glows."
Scotsman," October 11, 2016",Alistair Harkness, A remarkable drama about a young black American man wrestling with his sexuality in a society already prejudiced against him because of the colour of his skin.
Times (UK)," October 7, 2016",Kate Muir," An elegiac, raw, painful film that explores the strangeness of growing up gay in Miami's black community in the 1980s."
NY1-TV," October 21, 2016",Neil Rosen, It's a touching film that sensitively explores one person's search to find out who he is.
CNN.com," October 21, 2016",Brian Lowry," Deeply affecting, Moonlight is a small, beautifully told story that resonates well beyond the time spent in the theater."
AllMovie," October 21, 2016",Daniel Gelb, Jenkins' emotionally resonant and ambitious approach to filmmaking allows the picture to outshine its shortcomings.
NYC Movie Guru," October 20, 2016",Avi Offer," Well-acted with exquisite cinematography and has its fair share of poignant moments, but it falls short of reaching the heights of powerful coming-of-age classics like Boyhood. "
Wall Street Journal," October 20, 2016",John Anderson," Exhilaration and melancholy are dispensed in equal doses by Moonlight, destined to be one of the better-reviewed films of this year, and for good reason: It's a masterpiece -- an overused word, but not the wrong one."
NPR," October 20, 2016",Ella Taylor," By the end, you may long for a fourth chapter."
New York Post," October 20, 2016",Sara Stewart," There is so much pain in ""Moonlight"" that it's a little hard to breathe at certain moments. But there are others, of connection and redemption, that positively glow."
Maclean's Magazine," October 20, 2016",John Semley," Moonlight provides a candid, achingly melancholic portrait of marginalization in America."
Bullz-Eye.com," October 20, 2016",Jason Zingale, An important and affecting piece of LGBT cinema that comes at a time when the world (and especially this nation) needs more stories like it.
Chicago Reader," October 20, 2016",Leah Pickett, A haunting piece of high art.
AV Club," October 20, 2016",A.A. Dowd," Moonlight tells a coming-of-age story in passages, each possessed of enough stand-alone power to operate as a wonderful short film, even as the whole proves much greater than the sum of the parts."
Slate," October 20, 2016",Dana Stevens, Jenkins mounts no soapboxes and brandishes no manifestos in his attempt to illuminate the inner life of this troubled boy turned teenager turned man. Instead he shows us the love that other characters feel for Chiron ...
Entertainment Weekly," October 20, 2016",Chris Nashawaty, Easily one of the most personal and most powerful films of the year.
Rolling Stone," October 20, 2016",Peter Travers," Barry Jenkins' game-changer about growing up black, gay and alienated in the Miami projects is both intimate and epic. It gets inside your head, makes you see the world with new eyes- and then it owns you. "
The New Republic," October 20, 2016",Will Leitch," Moonlight is a film so measured, so delicate and powerful, that it proves to be sensitive in ways most movies aren't, even in ways most of life isn't."
Los Angeles Times," October 20, 2016",Kenneth Turan," ""Moonlight"" is magic."
Village Voice," October 20, 2016",Melissa Anderson," A question is posed to the main character of Barry Jenkins's wondrous, superbly acted new film, Moonlight: ""Who is you, man?"""
New York Magazine/Vulture," October 19, 2016",David Edelstein," Hype would bruise Barry Jenkins's Moonlight, which is so delicate in its touch that the usual superlatives sound unusually shrill. It's the gentlest, most suggestive of great films."
Under the Radar," October 19, 2016",Stephen Danay," A work of art all its own, thoughtfully made and deeply affecting."
Film Journal International," October 18, 2016",Chris Barsanti," Floridly shot, richly humanistic drama about a young man coming of age in a rough Miami slum tangles with love, violence, identity, addiction and sexuality."
RedEye," October 27, 2016",Lauren Chval," Moonlight is incredible -- poetic, haunting, gorgeous, ambitious."
Mark Reviews Movies," October 27, 2016",Mark Dujsik, This is a wholly special and candidly heartfelt film.
Toronto Sun," October 27, 2016",Liz Braun, It's so good it may restore your faith in cinema.
Washington Post," October 27, 2016",Ann Hornaday," A perfect film, one that exemplifies not only the formal and aesthetic capabilities of a medium at its most visually rich, but a capacity for empathy and compassion ..."
Chicago Daily Herald," October 27, 2016",Dann Gire," Barry Jenkins' character study Moonlight proves to be every bit as luminous, mysterious and elemental as its title."
Miami Herald," October 27, 2016",Rene Rodriguez," ""Moonlight"" is Miami's first bonafide movie masterpiece. "
Chicago Tribune," October 27, 2016",Michael Phillips," ""Moonlight"" exerts a tidal pull on your heartstrings, but honestly: It's better than that."
San Francisco Chronicle," October 27, 2016",Mick LaSalle," Every year, we get only a few of these, movies that come out of nowhere, that are different, unexpected and wonderfully right. ""Moonlight"" is that kind of movie, one of the gems of 2016."
Deadline Hollywood Daily," October 26, 2016",Pete Hammond, A moviing coming of age story of self discovery that should resonate with audiences and at Oscar time.
Newcity," October 25, 2016",Ray Pride," Consider the thin and thick wallops of blue... Blue, blue, electric blue. Lazy blue. Electrified blue. Wash of water. Ice-blue buzz of fluorescence. Azul, azure, lapis lazuli, teal, turquoise, sea, seafoam, sky, cerulean, cobalt..."
Critic's Notebook," October 25, 2016",Martin Tsai," It's possible to appreciate ""Moonlight"" purely on an intellectual level. But if you happen to be gay - and especially a gay person of color - you will know exactly what a truly monumental achievement this film is."
The Nation," October 24, 2016",Stuart Klawans," Mostly, [Jenkins] keeps you immersed in one young man's moment-by-moment sensations and emotions. That's a lot."
New Yorker," October 24, 2016",Richard Brody," Jenkins burrows deep into his characters' pain-seared memories, creating ferociously restrained performances and confrontational yet tender images that seem wrenched from his very core."
MTV," October 21, 2016",Amy Nicholson, It's a coming-of-age story that admits no one ever truly comes of age. We make choices and change shapes.
Associated Press," October 21, 2016",Lindsey Bahr," Hopefully it doesn't take Jenkins another eight years to make a film. But we can take comfort in the very strong likelihood that, even if it does, it will be well worth the wait."
amNewYork," October 21, 2016",Robert Levin," This is a movie set in an on-screen world that feels familiar, the American inner city, in this case one of Miami's toughest neighborhoods. But it meticulously defies the conventions typically associated with movies about that milieu."
L.A. Biz," October 21, 2016",Annlee Ellingson, Cinematic poetry and one of the best films of the year.
FilmDrunk," October 21, 2016",Vincent Mancini," He takes a while getting there sometimes, but director Barry Jenkins combines the personal and the political better than almost anyone. "
Contactmusic.com," October 21, 2016",Rich Cline, It's a compelling and resonant drama that gets way under the skin and stays there.
Newsweek," October 21, 2016",Tom Shone," This is a quiet, modestly scaled film -- a character study made by a filmmaker blessed with unusual amounts of curiosity about his characters that demands an equal commitment of patience from its audience -- but the payoff is beautiful."
Philadelphia Inquirer," November 1, 2016",Tirdad Derakhshani," If you think art should challenge us, then you will embrace writer-director Barry Jenkins' exquisitely crafted drama Moonlight. It's a true American masterpiece and one of the best films of the decade."
Times-Picayune," November 1, 2016",Mike Scott," Aided by beautiful, stereotype-shattering performances and subtle but rich cinematography, it is something heartfelt, stirring and unforgettable."
LarsenOnFilm," October 30, 2016",Josh Larsen, ...lit with what can only be described as the aching color of compassion.
The Atlantic," October 30, 2016",David Sims," This is a humane movie, one that's looking to prompt empathy and introspection most of all. On those terms, Moonlight is one of the year's most gripping viewing experiences."
