source_name,review_date,critic_name,review_detail
Laramie Movie Scope," January 16, 2017",Robert Roten," One has to admire the tenacity, courage and skill of Farrier and Reeve to follow this story to its logical conclusion. I hope they come out of the lawsuits O.K."
Financial Times," December 27, 2016",Nigel Andrews, David Farrier and Dylan Reeve's Tickled defies belief and almost description.
Film Ireland Magazine," December 14, 2016",Michael O'Sullivan, Tickled is a brilliant mystery film and simply has to be seen to be believed.
Film Inquiry," December 8, 2016",Arlin Golden," Tickled delves straight into the heart of the human condition, examining our motivations, passions and perversions, whether of sexuality or character."
Ozus' World Movie Reviews," November 12, 2016",Dennis Schwartz, A disturbing documentary about tickling that is not as funny as creepy.
Times (UK)," October 10, 2016",Kevin Maher," Tickled is an unexpectedly engrossing documentary that's built around the hitherto unexplored (on film anyway) world of ""competitive endurance tickling""."
EricDSnider.com," September 2, 2016",Eric D. Snider," They tell the story expertly, with the right mix of humor and fascination. "
The Sunday Age," August 31, 2016",Craig Mathieson, The story's spine is so magnetic that you're held tight until the quiet but conclusive finale.
Daily Telegraph (Australia)," August 26, 2016",Vicky Roach," The deeper they dig, the stranger the story gets."
The Age (Australia)," August 25, 2016",Jake Wilson," It would be unfair to spoil the surprises in David Farrier and Dylan Reeve's investigative documentary Tickled, but the premise should be enough to draw you in."
Irish Times," August 22, 2016",Tara Brady," More meaningfully, Tickled offers an anatomy of intimidation that feels particularly relevant for our post-Gamergate times."
Radio Times," August 21, 2016",Trevor Johnston," With startling moments at every turn, this is a genuine jaw-dropper, a classic piece of investigative film-making as Farrier and co-director Dylan Reeve display tenacity and fortitude in penetrating a web of lies, manipulation... and tickling."
London Evening Standard," August 21, 2016",Charlotte O'Sullivan, It's hard to explain how cleverly the film is structured without giving away crucial twists.
Daily Express (UK)," August 21, 2016",Allan Hunter, A very strange but utterly mesmerising documentary.
Observer (UK)," August 21, 2016",Wendy Ide, A fascinating piece of investigative film-making about a subject that is not nearly as innocuously fluffy as it sounds.
CineVue," August 19, 2016",Ben Nicholson," ""It's unlikely you're going to come across too many documentaries this year with a yarn to spin as tangled and twisted as Tickled."""
Graffiti With Punctuation," August 18, 2016",Cameron Williams, A gonzo doco for the new media age.
Empire Magazine," August 18, 2016",Dan Jolin," Like Stories We Tell or Dig!, Tickled subverts your expectations. Definitely strange rather than ha-ha."
