source_name,review_date,critic_name,review_detail
El antepenúltimo mohicano," February 7, 2017",Alberto Sáez Villarino, This idiosyncratic polysemy is gradually digestible thanks to a well-grounded narrative structure. [Full review in Spanish]
Film Inquiry," February 7, 2017",Jay Ledbetter," The great performance of Natalie Portman, the incredible score by Mica Levi, and the direction of Pablo Larraín make a very relevant reflection on modern celebrity culture."
South China Morning Post," February 6, 2017",Richard James Havis," Politics is given a back seat, and that's what makes Jackie interesting - it unspools as a deep character study of its subject rather than a history lesson."
ABC Radio Brisbane," February 4, 2017",Matthew Toomey," Portman skilfully mimics Jackie's mannerisms but more importantly, you understand her character's complexities."
The National (UAE)," February 1, 2017",Chris Newbould, Jackie is one of the most conflicted films I've had the pleasure of watching. It is good -- but it does take a while to work out exactly what type of film it is supposed to be.
Matt's Movie Reviews," February 1, 2017",Matthew Pejkovic," An incredibly immersive experience that is hard to shake after the credits role, a film that illuminates and moves in its artistry and its spirit."
NPR," January 30, 2017",Linda Holmes," [Portman is] at her best here in the moments when Jackie is quiet, when the grief, anger and doubt are in her face more than in her words."
Illinois Times," January 27, 2017",Charles Koplinski," Portman returns to form in ""Jackie."""
Ex-Press.com," January 27, 2017",Jay Stone," It feels both random but suddenly relevant today, when the American presidency has become something other than Camelot."
Columbus Alive," January 26, 2017",Brad Keefe, That the film is nearly as good as Portman's performance is remarkable.
Film Ireland Magazine," January 25, 2017",Niall McArdle, This is Portman's film through and through: she gives one of her best performances (better even than her Oscar-winning turn in Black Swan).
GQ Magazine [UK]," January 25, 2017",Helen O'Hara," It's a time-fractured but close-focused look at the bereaved First Lady, and thanks to Natalie Portman's performance as the fragile, ferocious Jackie, it's one of the strongest dramas of the year."
3AW," January 24, 2017",Jim Schembri," A fine film boasting some notably detailed period recreation...As a historical drama about how a nation looked to a single person for its cue about how to react to the murder of its leader the film does make for a solid, if somewhat repetitive, journey."
Sunday Independent (Ireland)," January 23, 2017",Hilary A White," While brilliant French cinematographer Stephane Fontaine paints the picture, Noah Oppenheim's screenplay makes you wonder why it's taken so long to essay this endlessly fascinating historical figure."
Sunday Times (UK)," January 23, 2017",Camilla Long, Bizarre yet irresistible.
Daily Express (UK)," January 22, 2017",Henry Fitzherbert, Portman is excellent but it's hard not to know why the story is being told.
Observer (UK)," January 22, 2017",Mark Kermode," From the saddening glissando strings of the opening theme, with its falling invocations of death and discord, Levi provides the unifying emotional glue for Larraín's deliberately shattered film."
International Business Times," January 20, 2017",Amy West, A brilliant depiction of shock.
Irish Independent," January 20, 2017",Ed Power," With eyes wide and startled, pale skin drawn tightly over cheekbones, Portman is hypnotic."
Contactmusic.com," January 20, 2017",Rich Cline," It's a complex, provocative film, artfully directed by Chilean filmmaker Pablo Larrain and anchored by a riveting performance from Natalie Portman."
The Playlist," September 7, 2016",Jessica Kiang," ""Devastatingly human."""
Screen International," September 7, 2016",Jonathan Romney," An elegant, highly intelligent attempt to humanise a legend - while showing its subject's acute awareness of what it means to become a legend."
The Film Stage," September 7, 2016",Rory O'Connor," A strange, refreshingly cynical, and unexpectedly cerebral account of former First Lady Jacqueline Kennedy's actions in the immediate aftermath of John F. Kennedy's assassination in 1963."
Variety," September 7, 2016",Guy Lodge," Chilean helmer Pablo Larraín makes an extraordinary English-lingo debut with this daring, many-leveled portrait of history's favorite First Lady."
Film Experience," October 13, 2016",Nathaniel Rogers, Rarely has a picture about events 50 plus years in the past felt so immediate and bruising.
AwardsCircuit.com," October 13, 2016",Clayton Davis," A biopic that breaks the barriers and conventions of the genre, Pablo Larrain's ""Jackie"" layers itself as a deeply felt drama masquerading as a new form horror venture. "
"Vue Weekly (Edmonton, Canada)"," October 12, 2016",Josef Braun," The film is fascinatingly moribund, more meditation than narrative, a sort of monument to a singular act of public and private mourning."
Uproxx," October 5, 2016",Mike Ryan," Jackie [delivers] a way for Portman to give one of the best performances of her career, maybe her best performance."
Cinema Movil," September 19, 2016",Oscar Uriel," Natalie Portman gives a tour de force with her performance, that will possibly make her win another Oscar. Nevertheless, I believe that the movie suffers from the film festival hype. [Full review in Spanish]"
Flavorwire," September 18, 2016",Jason Bailey," Her elegance, pedigree, and fame made her seem the most remote of figures, but for just over 90 minutes, 'Jackie' seems to exist alongside her. It's an electrifying and unexpected piece of work."
Sight and Sound," September 16, 2016",Tom Charity," While it's certainly of interest, this predictably grim, grainy, gloomy movie only periodically splutters into life."
JoBlo's Movie Emporium," September 16, 2016",Chris Bumbray, Good enough to make Portman this year's best actress Oscar front-runner. 
We Got This Covered," September 16, 2016",Matt Donato," Jackie is Natalie Portman's show, and she never wastes an opportunity to dazzle as JFK's glamorous grieving widow."
PopMatters," September 15, 2016",Stephen Mayne, It's unorthodox but good approach to telling her story.
BBC.com," September 14, 2016",Sam Adams," It's an intellectual experience rather than an emotional one, but the ideas in play are so heady they're enough to sweep you away on their own. "
Time Out," September 14, 2016",Joshua Rothkopf," Eclipsing her work in Black Swan, Portman flutters like a sail in a brisk wind. She is scattered, tense, wrecked and compellingly defiant in the face of those who would have her act a certain way. "
London Evening Standard," September 13, 2016",David Sexton, Natalie Portman is wondrously good in this part: surely her best and an Oscar contender.
Guardian," September 13, 2016",Nigel M. Smith, It's a singular vision from an uncompromising director that just so happens to be about one of the most famous women in American history.
ScreenCrush," September 13, 2016",Erin Whitney," Instead of observing its historical subject from behind a glass case, Jackie offers a piercing portrait of a woman's psychological and emotional journey."
Collider," September 12, 2016",Matt Goldberg," Larraín doesn't see a hero or a victim in Jackie Kennedy but a person, and with the aid of Portman's astonishing performance, we feel like we come to some truths about her even if those truths aren't the pretty picture of Camelot."
The Daily Beast," September 12, 2016",Marlow Stern," There is much to like about Jackie, from the pitch-perfect period detail to Noah Oppenheim's inspired script, but it's Portman's portrait of grief that will linger long after the credits roll."
Hollywood Reporter," September 12, 2016",David Rooney, Extraordinary in its piercing intimacy and lacerating in its sorrow.
Vanity Fair," September 12, 2016",Richard Lawson, It's a character study that projects its subject's inner turmoil onto the whole map of the movie. A final cliché: it's as if we're inside Jackie's head. It's a thrill to have Portman give us a tour.
HeyUGuys," September 7, 2016",Jo-Anne Titmarsh, Jackie is Larrain's first foray into English-language film and his first attempt to tackle non-Chilean political issues. The result is supremely accomplished and fascinating.
Film Journal International," November 30, 2016",Harry Haun, Natalie Portman excels in this uncanny portrait of Jacqueline Kennedy's anguish and dignity following the murder of her husband.
L.A. Weekly," November 30, 2016",April Wolfe," A searing, almost scary thrill ride through the psyche of one very determined woman ... a reminder that JFK's visage owns the half dollar because Jackie owned Americans' hearts."
FromTheBalcony," November 30, 2016",Bill Clark, The opening frames of Jackie lead one to believe they're about to see a horror film. One wouldn't be far off.
Associated Press," November 29, 2016",Jake Coyle," Pablo Larrain's Jackie, a work of probing intimacy and shattered stereotype, is an electrifyingly fractured portrait of the former First Lady."
IGN Movies," November 29, 2016",Alex Welch," Gorgeous and emotional, Jackie is the kind of introspective film about American history that just doesn't come around very often."
Eye for Film," November 29, 2016",Jennie Kermode," All those beautiful artificial vistas remind us that we are strangers here, that all we can do is watch; that the real Jackie, and her celebrated pain, are unknowable."
The Movie Minute," November 29, 2016",Joanna Langfield, Pablo Larrain taps into a challenging and intriguing perspective on the traditional White House bio-pic.
New York Daily News," November 29, 2016",Stephen Whitty," Portman's been a committed, in-the-moment actress since she was a skinny kid running after ""Leon: The Professional"" but ""Jackie"" is an accomplishment on the Oscar-winning order of ""Black Swan."""
USA Today," November 29, 2016",Brian Truitt, The iconic first lady is given emotional complexity and rich understanding through a stirring and ambitious performance by Natalie Portman in director Pablo Larrain's powerful drama.
Us Weekly," November 28, 2016",Mara Reinstein," Natalie Portman depicts the former First Lady not as an enigmatic glamour icon, but as a flesh-and-blood woman grieving her husband - as well the end of her fairy-tale Camelot life."
Ozus' World Movie Reviews," November 28, 2016",Dennis Schwartz," A well-conceived intimate portrait of the widow First Lady, Jacqueline Bouvier Kennedy (Natalie Portman)."
Slant Magazine," November 28, 2016",Christopher Gray, Pablo Larraín's film bluntly hammers home the notion that history is framed by perception rather than reality. 
New Yorker," November 28, 2016",Anthony Lane," I happen to find the result intrusive, presumptuous, and often absurd, but, for anyone who thinks that all formality is a front, and that the only point of a façade is that it should crack, ""Jackie"" delivers a gratifying thrill."
El Fanzine," November 17, 2016",Gonzalo Lira Galván, A film that manages to circumvent the conventions of biopics and common historical films. [Full review in Spanish]
ComingSoon.net," November 13, 2016",Alan Cerny," There is real grace, sorrow, and beauty to Jackie, and it is a rich and rewarding cinematic experience."
Butaca Ancha," November 10, 2016",Rafael Paz," A biographical film that tries to break the mold and play with the pieces, where Jackie's troubled face is the perfect complement of Larraín's aesthetic. [Full review in Spanish]"
Compuserve," November 3, 2016",Harvey S. Karten," Though the unconventional biopic does not often spring to life, Natalie Portman's awards-worthy performance must be seen."
Punch Drunk Critics," October 22, 2016",Travis Hopson," It is both the Oscar bait drama we thought it would be and yet fuller, richer due to Larrain's direction and Portman's vivid, unforgettable performance. "
Den of Geek," October 16, 2016",Edward Douglas," When it comes to making films that work as much for the sake of artistic expression as for capturing a moment in history, there's little question Jackie might be one of the finest pieces of cinematic storytelling we see this year."
Film Freak Central," October 14, 2016",Bill Chambers, Every scene is kind of perfectly-honed.
NPR," December 1, 2016",Scott Tobias," There's a mesmeric intensity to Jackie that's unlike any biopic of its kind, marked by a deliberate effort to narrow the scope to one woman's actions and reactions over the course of a few fraught days."
Parade Magazine," December 1, 2016",Neil Pond," It's not a conventional biography, or even a historical drama. It's deeper and darker than that, and Portman bores down to the complex, most challenging parts of its core."
Wall Street Journal," December 1, 2016",Joe Morgenstern," The real question is what Jackie as a whole adds up to, and the returns are mixed."
Rolling Stone," December 1, 2016",Peter Travers," A potent cinematic provocation. Powered by a transfixing Portman as Jackie, Larrain's film - one of the year's best - is appropriately hard to pin down and impossible to forget."
Tribune News Service," December 1, 2016",Katie Walsh," Portman is simply magnetic in the role, but it's a performance that works when in concert with all the other elements of the filmmaking... It's entirely of a piece; a perfect film because all of the details are perfect together. "
CNN.com," December 1, 2016",Brian Lowry, Moving but fitfully realized.
TheWrap," December 1, 2016",Claudia Puig," He offers glimmers of what lies beneath the near-mythic, elegant exterior, but Larrain's take is more impressionistic than revelatory, more presumptuous than knowing. "
New York Post," December 1, 2016",Kyle Smith," ""Jackie"" does more than a disservice - bordering on an insult - to its subject: It's so obtuse about the history of mores that it's the equivalent of showing Abraham Lincoln reading the Gettysburg Address off a teleprompter."
The Atlantic," December 1, 2016",David Sims," Jackie is a remarkably composed, artful piece of storytelling about storytelling, as an examination of the gauzy reputation of the Kennedys and the darker myth-making involved."
Slate," December 1, 2016",Dana Stevens," For all its disorienting intensity, emphasized by Mica Levi's keening and discordant score, Jackie operates at a chilly remove from the viewer."
AllMovie," December 1, 2016",Daniel Gelb, Larraín pieces together the fabric of Jackie's character with striking command and unmistakable purpose.
Metro," December 1, 2016",Matt Prigge," Ultimately ""Jackie"" isn't that different from ""Manchester by the Sea."" Both films deal with bottomless torment, but also with the way the death of a loved one brings headaches big and small. "
Consequence of Sound," December 1, 2016",Allison Shoemaker," There are no shortage of stories about the Kennedy assassination, but this may be the first to show us the event through the eyes of the woman in the pink suit and hat. It's beautiful, and ugly, and long overdue."
