source_name,review_date,critic_name,review_detail
Financial Times," December 27, 2016",Danny Leigh," For every cliché the film indulges, another is skirted, and another subverted. By the end, every ounce of feelgood is deserved."
Sunday Times (UK)," December 17, 2016",Olly Richards," Even with a clearly signposted ending, it still manages to offer surprises. Nair delights in Uganda, painting a country of many social contrasts and cultures; she embraces possibility, not poverty."
Sydney Morning Herald," December 9, 2016",Sandra Hall," When the feel good finish rolls round, you feel it's been fully earned. "
Daily Telegraph (Australia)," December 7, 2016",Vicky Roach, Queen of Katwe walks the line between integrity and accessibility with grace and dignity.
Concrete Playground," December 3, 2016",Sarah Ward," Proves the kind of movie that makes its plays known several moves in advance, but that doesn't diminish the moving end result."
Adelaide Review," December 2, 2016",David 'Mad Dog' Bradley," While this strongly-acted, Disney-produced, factually-based drama from Indian director Mira Nair tries too hard at times to be inspirational and uplifting, it actually is anyway."
Herald Sun (Australia)," November 30, 2016",Leigh Paatsch, It is hard to think of a film in 2016 that has not been better cast from the first lead actors right down to the last extras.
Tampa Bay Times," November 29, 2016",Jimmy Geurts," Queen of Katwe is in many respects your typical feel-good sports story, elevated by the ways that it does diverge from the formula."
En Filme," November 17, 2016",Luis Fernando Galván, A comforting and entertaining film with a politically correct message. [Full review in Spanish]
National Review," November 4, 2016",Armond White," Queen of Katwe may suggest the title of a Disney animated princess (like the lamentable The Princess and the Frog), but all possibilities of romantic fantasy are submerged in the film's semi-documentary reporting on eternal Third World poverty."
Seven Days," October 24, 2016",Margot Harrison," The story hits plenty of familiar beats, yet its setting and the actors' conviction combine to give it a feel-good freshness."
Associated Press," October 24, 2016",Sandy Cohen, The colors and rhythms of life in the slums of Uganda are what set Queen of Katwe apart from other underdog chess movies.
Sunday Independent (Ireland)," October 24, 2016",Aine O'Connor," It's uplifting, feel-good, nice, well shot and really well acted."
London Evening Standard," October 23, 2016",Charlotte O'Sullivan," Queen of Katwe mostly does what you expect it to do (albeit vivaciously). Then, like its Ugandan heroine, Phiona Mutesi, it jumps eight moves ahead."
Daily Express (UK)," October 23, 2016",Henry Fitzherbert," The picture pulses with colour, vitality and the locals' natural ebullience, without glossing over grim realities too much."
Observer (UK)," October 23, 2016",Jonathan Romney," As feelgood stories of empowerment go, this has a ring of authenticity and mixes intelligence with irreducible emotional immediacy."
MovieMail," October 21, 2016",Mike McCahill," [Queen of Katwe is] a film that, like the best Disney fare, connects on some deep and profound level with that part of us that still seeks to improve ourselves -- and, who knows, perhaps even the world."
RTÉ (Ireland)," October 21, 2016",Sarah McIntyre," Queen of Katwe is notable not only for being an utterly gripping story about playing chess, which can be decidedly uncinematic; but also for being joyfully uplifting, without ever feeling forced."
Times (UK)," October 21, 2016",Kate Muir, This Disney drama manages to avoid patronising sentimentality with an uplifting and punchy look at the conflicts faced by 14-year-old Phiona.
Irish Times," October 21, 2016",Tara Brady," It's a fantastic, feelgood story; one that neatly conforms to the beats of a classic sporting underdog movie: think Rocky and the Rooks or The Bad News Bears with Bishops. "
HeyUGuys," September 11, 2016",Stefan Pape," Nair has created a film with an indelibly enchanting tone, enhanced by the use of traditional African music that helps inform the atmosphere and add a distinctive geniality to proceedings."
Hollywood Reporter," September 11, 2016",Sheri Linden, Hits every note of plucky positivity so squarely on the head that it leaves little room for audience involvement.
Guardian," September 11, 2016",Catherine Shoard," For what is, in essence, a by-numbers Disney sports flick, there's endless freshness and vivacity to Mira Nair's picture - her best in years."
The Playlist," September 11, 2016",Gregory Ellwood, Queen Of Katwe's biggest gift is that it opens up a window to a world rarely depicted on screen outside of random documentaries and international news reports.
Variety," September 11, 2016",Geoff Berkshire, Quietly radical in enough ways to make you cheer despite the cliches.
Time Out," September 11, 2016",Cath Clarke, Prepare to have your heartstrings plucked.
Boston Globe," September 22, 2016",Ty Burr," While it hits predictable beats of uplift, the triumphs are often measured out painfully, and the heroine faces barriers of class, gender, and crippling self-doubt."
AV Club," September 22, 2016",Katie Rife," Director Mira Nair has a proven ability to find beauty in the most desperate of circumstances, and Queen Of Katwe is no different."
Consequence of Sound," September 21, 2016",Blake Goble," Queen of Katwe shows that a film doesn't have to give up on the tenets of genre, but has the potential to win big if it can enliven them in new ways."
San Francisco Chronicle," September 21, 2016",David Lewis," Chess is not the most visual of games, but Nair makes these competitions come alive. She also gets the most out of her mostly nonprofessional African cast, not to mention her two stars, Oyelowo and Nyong'o."
New York Daily News," September 21, 2016",Stephen Whitty, Although the script is a little flat - just because the story is true doesn't mean it should feel so predictable - Nair gives the film tons of energy and joy.
Village Voice," September 20, 2016",Bilge Ebiri," Queen of Katwe is a true-life tale transformed into an inspirational fable. That's not novel for the movies, but in this director's hands, the results are mostly enchanting."
Entertainment Weekly," September 20, 2016",Joe McGovern," Nyong'o's gravitas is undercut by a script teeming with wooden platitudes, special lessons learned, and the overbaked dialogue of a Joan Crawford melodrama."
Forbes," September 20, 2016",Scott Mendelson, It's about as good as you hoped it would be... 
Flavorwire," September 18, 2016",Jason Bailey," A story that works within the broad strokes of familiarity, but fills them in with vibrancy, humanity, and emotion. "
Collider," September 15, 2016",Matt Goldberg," 'Queen of Katwe's a film that's thoughtful, charming, and heartwarming. It's nice to have sports heroes who are physically gifted, but it's nice to see a movie that celebrates a smart woman at the top of her game."
ComingSoon.net," September 14, 2016",Chris Alexander, Director Mira Nair's fact based tale is moving and inspiring.
