source_name,review_date,critic_name,review_detail
Cinetvymas.cl," December 13, 2016",Felipe Tapia," A very crude, sordid, well told and entertaining drama that has a bit of comedy. [Full review in Spanish]"
The ARTery," December 9, 2016",Sean Burns, Elle is an unholy mingling of rape-revenge fantasies with a fusty French bedroom farce. I've never seen anything quite like it.
Film Inquiry," December 5, 2016",Laura Birnbaum," Elle is a bewitching film that wishes to engage with its audience, provoking both disquieted gasps and uncomfortable laughter in the most untimely and opportunistic moments."
Punch Drunk Critics," December 2, 2016",Travis Hopson, Will offend and intrigue in equal measure by defying cultural norms in just about every respect.
The New Republic," November 30, 2016",Miriam Bale," Elle is clean, deep, and uncomfortable."
NYC Movie Guru," November 27, 2016",Avi Offer," A smart, sophisticated and riveting psychological thriller for adults. Isabelle Hupper's best role since The Piano Teacher!"
Cinemalogue.com," November 25, 2016",Todd Jorgenson," The twisty screenplay is both subversive and provocative, and even perversely humorous as it pushes boundaries and genre conventions."
Philadelphia Inquirer," November 22, 2016",Tirdad Derakhshani," Like its heroine, the film shocks by lunging back and forth between comedy and tragedy."
Ex-Press.com," November 22, 2016",Jay Stone, It's not a movie about a troubled woman. It's a movie about troubled filmmakers.
One Guy's Opinion," November 22, 2016",Frank Swietek," An intoxicating blend of sex, mystery, and violence about an indelible character you'll find it difficult to forget-but would probably prefer never to meet in real life."
Boston Globe," November 22, 2016",Ty Burr," Huppert is phenomenal in her most unnerving performance since Michael Haneke's ""The Piano Teacher."""
New Yorker," November 21, 2016",Richard Brody, It doesn't exist except as a pile of tropes and clichés that have neither a material nor a symbolic identity but solely a string of simplistic causes and programmed responses.
Reeling Reviews," November 20, 2016",Robin Clifford," Isabelle Huppert is an acting force to be reckoned with every time I see her. Here, as Elle, she may be diminutive in stature but her force of will cannot be matched."
Concrete Playground," November 20, 2016",Sarah Ward," Huppert clearly relishes the loaded territory she's playing in, and proves the real reason Elle demands attention."
Kaplan vs. Kaplan," November 18, 2016",Jeanne Kaplan," ""Elle"" is an intriguing French thriller --- but not suitable for everyone. "
Kaplan vs. Kaplan," November 18, 2016",David Kaplan," This movie has a little bit of everything, much of it perverse, all of it mesmerizing. "
Aisle Seat," November 18, 2016",Mike McGranaghan, A darkly compelling look at what a tortured soul can do. Isabelle Huppert is superb. 
Reeling Reviews," November 18, 2016",Laura Clifford," ""Elle,"" like its heroine, is an enigma, but Huppert's monumental talent is crystal clear."
San Diego Reader," November 18, 2016",Scott Marks, Ultimately the identity of the masked attacker is moot: in [director] Verhoeven's eyes every man is capable of rape.
Globe and Mail," November 18, 2016",Kate Taylor," In the end, Michèle's entire persona and all her actions are a reaction to the behaviour of the men around her and her character becomes flatter and less intriguing the more her own sociopathy is exposed."
Las Vegas Weekly," January 11, 2017",Josh Bell," A fascinating and unexpected character study, balancing playful titillation with serious questions that linger long after the final inscrutable moment."
Georgia Straight," January 11, 2017",Ken Eisner," Paul Verhoeven, the former bad boy of Dutch cinema, is back with a deliciously refined vengeance after years in the wilderness."
Willamette Week," January 11, 2017",Walker MacMurdo, Verhoeven and Huppert have crafted a grimly humorous but life-affirming portrait of strength and survivorship.
"Journal and Courier (Lafayette, IN)"," January 11, 2017",Bob Bloom," (Director Paul) Verhoeven continually upends expectations and keeps you involved through suspense, not so much on who attacked Michelle, but on her method for eventually exacting her revenge."
NUVO Newsweekly," January 10, 2017",Edward Johnson-Ott," Elle is the best of Paul Verhoeven's movies. With flashing warning signs, I highly recommend it."
Cleveland Plain Dealer," January 5, 2017",Michael Heaton, The core of this story is little more than a nasty piece of lurid misogyny masquerading as a tale of women's empowerment.
Black Girl Nerds," January 5, 2017",Jacqueline Coley," Paul Verhoeven returns to European cinema, with French cinematic icon Isabelle Huppert, and gives us modern-day psychological crime thriller that is as dark as it is brilliant."
Film Experience," January 2, 2017",Nathaniel Rogers," I urge you to not read any reviews before seeing it, including this one. It's not that the film has twists that can spoil the experience if they're known ahead of time so much as it's in the way the movie is itself twisted."
Washington City Paper," January 1, 2017",Tricia Olszewski," Its third act may leave you sickened instead of surprised. Elle is not for the closed-minded. Michèle's home and lifestyle may project a sense of chicness, but it never completely obscures the ugliness underneath."
Film International," January 1, 2017",Elias Savada," There is a brazen, dangerous atmosphere floating about the French-language feature Elle, a dramatic thriller with much to admire but, depending on your sensibilities, not as much to like. "
Cinema Movil," December 28, 2016",Oscar Uriel," A disturbing film from beginning to end, it's difficult to imagine vestiges of humor with a topic like this, but Verhoeven does it without detracting from its significance. [Full review in Spanish]"
East Bay Express," December 27, 2016",Kelly Vance, The indignities and mishaps are so numerous that they become comical.
Austin Chronicle," December 22, 2016",Marjorie Baumgarten," One of the best films of the year, Elle is a gripping psychological thriller, something of a Hitchcockian whodunit but with a feminist protagonist. Riveting yet puzzling, the film is guaranteed to provoke reactions -- and not all of them sympathetic."
New Zealand Herald," December 22, 2016",Francesca Rudkin, Elle is a twisted little number that's weirdly entertaining.
Seattle Times," December 22, 2016",Moira MacDonald," There are several ways you can watch ""Elle,"" only one of which is mildly enjoyable."
St. Louis Post-Dispatch," December 22, 2016",Calvin Wilson, Get over your subtitle phobia and check out one of the best films of the year.
Blu-ray.com," December 22, 2016",Brian Orndorf," It's a strange feature, but one doesn't want Verhoeven any other way, and he delivers a unique viewing experience as the story touches on some truly disturbing events."
Minneapolis Star Tribune," December 22, 2016",Colin Covert," ""Elle"" is a mysterious puzzle, not mainly about whodunit plot points, but the far more titillating question of who people truly are and what they're capable of."
Portland Mercury," December 21, 2016",Andrew Wright," A breathtakingly twisted piece of work ... that bridges some markedly taboo fault lines concerning power and sexuality. And somehow the damned thing is also funny, usually at the least opportune moments."
leonardmaltin.com," December 15, 2016",Leonard Maltin, Elle is an outrageous mix of psychological thriller and character study in which that character is a mass of contradictions. Only an actress as skillful as Huppert could play her to the hilt and not repel us
Letras Libres," February 9, 2017",Fernanda Solórzano," Paul Verhoeven breaks with the Hollywood conventions of filmmaking and creates an intelligent and transgressive film, where Isabelle Huppert plays her most complex and enjoyable character so far. [Full review in Spanish]"
El Universal," February 8, 2017",Alonso Díaz de la Vega," Elle is not an attempt to humanize fetishes or condemn them, but it's a brilliant achievement in admitting and ridiculing them. [Full review in Spanish]"
Excelsior," February 8, 2017",Lucero Solórzano, A strong film for a single actress who truly takes over the scene because of her enormous talent and personality. Highly recommend. [Full review in Spanish]
Q Network Film Desk," February 6, 2017",James Kendrick," Had Verhoeven made something more self-consciously garish or darkly comical, the material might have worked, but Elle suffers from something of a split personality, with Verhoeven gleefully shocking us while also reaching for art-film bona fides."
Cine Premiere," February 1, 2017",Carlos Jesús González," A very contemporary film in which its protagonist is capable of transmitting compassion, rejection, empathy and excitement. [Full review in Spanish]"
The Straits Times (Singapore)," February 1, 2017",John Lui," Really, what sticks in the mind is Michele's quiet stoicism, at once sad and unsettling."
ReelViews," February 1, 2017",James Berardinelli, Elle's moral ambiguity and controversial content are its strengths.
tonymacklin.net," January 28, 2017",Tony Macklin, Elle is an elle of a film. It's a doozy. Women rule.
The Virginian-Pilot," January 27, 2017",Mal Vincent, The main reason to see it is Huppert's performance. She makes it well worth the time.
Collider," January 20, 2017",Brian Formo," The most surprising film in Verhoeven's filmography, but it's also one of his absolute bests."
Detroit News," January 20, 2017",Adam Graham," ""Elle"" never pulls any punches, and Verhoeven titillates right until the end."
Common Sense Media," January 19, 2017",Jeffrey M. Anderson," Director Paul Verhoeven's first movie in French features an elegant, powerful Isabelle Huppert; she adds weight to what's really a pretty basic, stretched-out story filled with sex and violence. "
Cinencuentro," January 18, 2017",Carlos Esquives," An irreverent film worthy of those of its generation as Brian De Palma or David Cronenberg, to who seems to pay tribute. [Full review in Spanish]"
It's Just Movies," January 17, 2017",Ron Wilkinson," A violent story and a violent performance even by Isabelle Huppert's standards twists and turns its way to acceptance, if not redemption"
Cinemixtape," January 16, 2017",J. Olson, Verhoeven's first film in ten years - and his first deliriously twisted one in much longer - is quite a rebirth for a filmmaker long assumed lost.
FilmsInReview.com," January 14, 2017",Victoria Alexander, Verhoeven is back thanks to the magnificent performance by Huppert. She deserves the Best Actress Academy Award for her fearless performance.
Salt Lake Tribune," January 12, 2017",Sean P. Means," It's challenging material, with elements of dark comedy and misogyny, that's intriguing even when David Birke's screenplay goes off the rails in the end."
Sacramento News & Review," January 12, 2017",Daniel Barnes," Huppert is practically incapable of falseness, the perfect star for a film obsessed with ugly truths."
Columbus Alive," January 12, 2017",Brad Keefe," Calling it bold is an understatement, and it is what elevates the film to one worth the controversy, albeit only for equally bold audiences."
Movie Nation," January 12, 2017",Roger Moore," Verhoeven, a chilly, efficient director of arms-length sexually-charged thrillers, doesn't want you to fall for the heroine. He wants you to almost pity the assailant. "
La Jornada," May 23, 2016",Leonardo Garcia Tsao," Those who expect a conventional thriller of female revenge, do not know Verhoeven's filmography. [Full review in Spanish]"
Time Out," May 23, 2016",Catherine Bray, Takes constant delight in venturing where the vast majority of filmmakers would fear to tread.
Daily Telegraph (UK)," May 22, 2016",Robbie Collin, Huppert's long-standing genius for expressing complex cocktails of emotions with casual precision is vital to this role.
Screen International," May 22, 2016",Lisa Nesselson, Suspenseful and unsettling from first frame to last ...
Hollywood Reporter," May 22, 2016",Jordan Mintzer, A beautiful dark twisted French fantasy.
Guardian," May 22, 2016",Xan Brooks," A film that runs boldly up and down the tonal bandwidth, zig-zagging from pitch-black horror to devilish satire to light domestic comedy and then back again."
Variety," May 22, 2016",Guy Lodge," High-risk material yields unexpected rewards in this remarkable rape-revenge drama, a possible career high for Paul Verhoeven."
Film School Rejects," September 17, 2016",Matt Hoffman," Working with material tailored to her talents, Huppert gives the performance of her career."
Rolling Stone Mexico," September 14, 2016",Arturo Aguilar, A film as provocative as curious and uncomfortably funny. [Full review in Spanish]
Vox," September 13, 2016",Todd VanDerWerff," I'm not sure Elle completely adds up... but I appreciated how epic its scope was for a film that is, ultimately, about a few weeks in the life of a middle-aged woman."
Reel Film Reviews," September 11, 2016",David Nusair, A disappointingly bland drama from Paul Verhoeven...
Film Freak Central," September 10, 2016",Bill Chambers," Verhoeven, Argento with a brain..."
We Got This Covered," September 9, 2016",Matt Donato," It's hard not to anticipate many of Verhoeven's moves, but Isabella Huppert is too good to ignore in Elle."
Movie Mezzanine," September 9, 2016",Kenji Fujishima," To watch Elle is to be perpetually unsure of how to take its alternately sympathetic and unfathomable main character. In other words, it's Paul Verhoeven at the height of his artistic powers."
NOW Toronto," September 9, 2016",Susan G. Cole," Doubtless, defenders will be legion, touting its arty pretensions and ""brave"" approach to essential issues. Count me out."
