source_name,review_date,critic_name,review_detail
Under the Radar," January 23, 2017",Alex Segura," Skillful, complex, and purposely understated, The Witness succeeds not just as a re-examination of one of the most talked-about crimes in modern memory, but as a very touching, human tale of a brother trying to get to know the sister he lost too soon."
"News & Observer (Raleigh, NC)"," January 23, 2017",Brooke Cain," ""The Witness"" is fascinating enough for its careful reporting of the circumstances surrounding the infamous murder, but equally as a study of the impact of crimes on those left behind."
Boston Globe," January 23, 2017",Peter Keough," An engrossing detective story, an enlightening sociological study, and a heartbreaking story of unreconciled grief, ""The Witness"" is one of the best documentaries of 2016."
Newsday," January 23, 2017",Rafer Guzman, It's a quietly effective documentary that works on two levels.
LarsenOnFilm," November 1, 2016",Josh Larsen," ...potent journalism, but also leaves the faint whiff of reality television."
Film Experience," October 26, 2016",Glenn Dunks," By the time [Bill Genovese] hires an actress to walk the same stretch of street in Kew Gardens that Kitty walked that night in 1964, having her scream and wail down footpaths and inside stairwells, I was unsettled. But not in a particularly good way."
Slant Magazine," October 18, 2016",Clayton Dillard," The film presents Kitty Genovese's identity as an afterthought, turning her living days and nights into incidental details."
Times-Picayune," September 7, 2016",Mike Scott," A heart-rending, intensely personal portrait of lingering grief and the way a crime - whether iconic or not - forever transforms the lives of those left behind."
Windy City Times," August 9, 2016",Richard Knight, The result is both a loving homage and a truly thought-provoking redress of history.
San Francisco Examiner," July 29, 2016",Anita Katz," As Bill starts focusing on Kitty's life, rather than death, the film becomes even better; it's one of the most satisfying documentaries released this year."
SF Weekly," July 28, 2016",Sherilyn Connelly," In addition to being a meditation on the way media falsehoods agreed upon can impact real life, The Witness is also straight-up research porn."
Chicago Reader," July 21, 2016",J. R. Jones," The movie cuts deep on a personal level as well, turning Kitty from a poster child back into a real person."
The Playlist," July 20, 2016",Jordan Ruimy," As the documentary goes along, it becomes clear that Kitty's murder is less about what actually happened, and more about the shadow it has continued to cast on Bill."
Movie Mezzanine," July 12, 2016",Mallory Andrews," The Witness achieves something ... vital: restoring its victim into full, breathing life."
