source_name,review_date,critic_name,review_detail
Sci-Fi Movie Page," August 11, 2016",Rob Vaux," It's a deeply affecting experience, and while the film remains just a boy-and-his-dragon story in the end, its depths hold wisdom and comfort."
Daily Mail (UK)," August 11, 2016",Brian Viner," I took my twin ten-year-old nieces and they sat on the edge of their seats throughout, utterly rapt, then pronounced the film 'really, really, really good'."
Dallas Morning News," August 11, 2016",Nancy Churnin," Pete's Dragon may owe more to E.T.: The Extraterrestrial, along with a dash of The Jungle Book,than it does to the original Pete's Dragon."
Kansas City Star," August 11, 2016",Loey Lockerby," The goofy, cartoonish elements are gone, as are the musical numbers. But no one can quite settle on what should replace them."
New York Times," August 11, 2016",Glenn Kenny," It is slightly unfair to say that this reboot of ""Pete's Dragon"" is middling on a larger scale, but it's not entirely inaccurate either."
Independent (UK)," August 11, 2016",Geoffrey Macnab," Pete's Dragon, a remake of a 1977 Disney movie, is a determinedly old-fashioned kids' film, consummately crafted and with a subtlety that brasher, noisier children's movies conspicuously lack."
Beliefnet," August 11, 2016",Nell Minow, Genuinely enchanting.
Austin American-Statesman," August 11, 2016",Joe Gross," Most other kids' movies are so frenetic, so manic with lousy jokes and easy gags and visual effluvia that something as calm in spots as Pete's Dragon seems like an outlier."
Fort Worth Weekly," August 11, 2016",Kristian M. Lin," The near-feral child at the center of this movie puts it on the same turf as the remake of The Jungle Book, but Pete's Dragon is a better film in almost every way, and it succeeds where The BFG notably failed. "
Salt Lake Tribune," August 11, 2016",Sean P. Means, The subtly beautiful Pete's Dragon is a family drama that works because it doesn't talk down to children.
L.A. Biz," August 11, 2016",Annlee Ellingson," [Director David] Lowery may be retreading familiar territory here, but he does it well."
The Sun (UK)," August 11, 2016",Jamie East, This is old-school Disney using 2016 magic.
Rolling Stone," August 11, 2016",Peter Travers," Thanks to director David Lowery's humanizing magic, this tale of an orphan boy and a dragon is that rare family film you really can take to heart. "
NPR," August 11, 2016",Scott Tobias," Lowery's affecting tearjerker strips away the excess and keeps on stripping, until all that's left is the elemental friendship between boy and beast and a lovely affirmation of family, community, and the preciousness of the natural world."
CinemaBlend.com," August 11, 2016",Eric Eisenberg," David Lowery has crafted a beautiful, earnest family film with wonderful emotion and pathos that should see it continually watched for years."
Mark Reviews Movies," August 11, 2016",Mark Dujsik," None of this works if the dragon isn't convincing, both as an effect and as a character. It is on both counts..."
New York Post," August 11, 2016",Kyle Smith," A cinematic enchantment, a low-key 1970s-style kids' movie brimming with sincerity and heart. It's one of the best films of the year."
Wall Street Journal," August 11, 2016",Joe Morgenstern," Elliott breathes fire, and the film around him breathes humanity."
Toronto Sun," August 11, 2016",Jim Slotek," A slow movie for kids, and an infuriatingly unconvincing one for adults."
Stuff.co.nz," August 11, 2016",Graeme Tuckett, Elliot is a simply brilliant creation.
Slate," August 12, 2016",Dan Kois," Pete's Dragon is a gentle, understated family adventure, one that feels notably unlike the simplistically sentimental product the Disney imprimatur might lead you to expect."
RTÉ (Ireland)," August 12, 2016",Sinead Brennan," Great kids' films will always have something there for the adults but there is no appeal here. Children may get lost in a sense of wonder at the incredibly cute Elliott, but there are better films out there that would be worth picking up instead."
"HeraldNet (Everett, WA)"," August 12, 2016",Robert Horton, An offbeat underwhelmer with moments of quiet charm.
Toledo Blade," August 12, 2016",Kirk Baird," Pete's Dragon is delightfully low key and delicate... It's a film about characters, story, and emotions that also happens to have a CGI dragon in it -- one that is effectively brought to life through the animation."
"Deseret News, Salt Lake City"," August 12, 2016",Josh Terry, A contemplative and beautiful movie with just enough action to keep things interesting.
NYC Movie Guru," August 12, 2016",Avi Offer," Strong, heartfelt performances barely compensate for the dull screenplay. It ultimately lacks the magic of the classic children's book."
National Catholic Register," August 12, 2016",Steven D. Greydanus," A rare family film that takes its time and allows the characters to breathe, to romp in the forest, to gaze at stars...I wish I'd grown up watching this film instead of the original."
Kaplan vs. Kaplan," August 12, 2016",Jeanne Kaplan," ""Pete's Dragon"" is nearly perfect family entertainment. Grab your children --- or go alone!"
Playback:stl," August 12, 2016",Sarah Boslaugh," ...[a] hopeless mishmash of, among other things, The Jungle Book, Tarzan, E.T., and King Kong..."
HollywoodInToto.com," August 12, 2016",Christian Toto," Turning, 'Ugh, another remake' into, 'hey, I wouldn't mind a Pete's Dragon 2"
Comic Book Resources," August 12, 2016",Kristy Puchko," Painted in vivid colors, flush with love and alive with whimsy, Pete's Dragon is a superbly sweet and earnestly enchanting delight. "
Thrillist," August 12, 2016",Matt Patches, The next 'Stranger Things' ... channels Spielberg's adventure spirit and then soars higher with authenticsweetness and scares.
RogerEbert.com," August 12, 2016",Matt Zoller Seitz, The kind of film that can entertain more attentive and patient children simply by putting a memorable world and memorable characters onscreen. 
The Newnan Times-Herald," August 12, 2016",Jonathan W. Hickman," A lovely, old-fashioned remake with a wonderful family friendly vibe. "
Screen It!," August 12, 2016",Jim Judy," It's a magical small tale with a big critter and a big heart. (Full Content Review for Parents - Violence, Scary Stuff for young kids, etc. - also Available)"
Globe and Mail," August 12, 2016",Barry Hertz, It is all refashioned in just the right way with just the right level of sincerity to make the project seem like less of a cash grab and more an honest effort to entertain and enthrall.
Detroit News," August 12, 2016",Adam Graham," Rather than a big, special effects-driven blockbuster, this remake of the 1977 Disney musical has the homespun feel of a children's book come-to-life."
Sky Movies," August 12, 2016",Elliott Noble," While the sentimentality is as tangible as the surroundings, nothing is overcooked or forced home."
Daily Mirror (UK)," August 12, 2016",David Edwards," Funny, heartwarming and glorious to look at, it's as if the technology has finally caught up with the story."
Chesapeake Family Magazine," August 11, 2016",Roxana Hadadi," More wistful and introspective than most family movies this year, Pete's Dragon is deeply moving and unforgettably touching. This is timeless storytelling."
Cinemalogue.com," August 12, 2016",Todd Jorgenson, Amid the obligatory effects-driven spectacle and playful kid-friendly mischief are some quiet and surprisingly touching moments of bonding between two outcasts.
ScreenRant," August 12, 2016",Sandy Schaefer, Pete's Dragon succeeds as a dramatic reimagining of its predecessor - giving rise to a soulful modern fairy tale in the process.
New Yorker," August 12, 2016",Richard Brody," ""Pete's Dragon"" conjures the primordial power of fantasy itself."
National Post," August 12, 2016",Tina Hassannia," It's beautifully balanced between developing a slow-rising narrative that also takes its time to build characters, without ever veering into precious or sentimental territory."
Irish Independent," August 12, 2016",Paul Whitington," This tale is very well told, nicely paced and perfectly pitched in a movie that doesn't make the mistake of outstaying its welcome. And like all the best children's films, it reminds world-weary parents what being a kid actually feels like."
CineXpress," August 12, 2016",Fico Cangiano," Impressively directed and with amazing performances, Pete's Dragon captures the magic and fantasy from childhood, that's missing nowdays. [Full review in Spanish]"
Cinemaclips.com," August 12, 2016",Roger Tennis," In the tradition of Disney's best live-action features, this charming re-imagining is a grand family adventure."
Nerdist," August 12, 2016",Kyle Anderson, Pete's Dragon is a satisfying and touching family adventure drama.
Movie Mezzanine," August 12, 2016",Mallory Andrews, The strength of Lowery's Pete's Dragon lies in its restraint; the confidence that no single idea or plot point from the source material would be too precious or revered to do away with.
Tulsa World," August 12, 2016",Michael Smith, Sweet. Boring.
Christianity Today," August 12, 2016",Alissa Wilkinson," It's an uplifting tearjerker, and deserving of your box-office dollars."
Otroscines.com," August 12, 2016",Ezequiel Boetti, A Fantasy/Adventure film in the vein of Spielberg's early films. [Full review in Spanish]
Reeling Reviews," August 12, 2016",Laura Clifford," Bryce Dallas Howard, last seen ridiculously mishandling children around huge fantastical animals in ""Jurassic World,"" sheds her heels for sneakers and enjoys a complete reversal in believability, her familial warmth shining through."
MTV," August 12, 2016",Amy Nicholson," Picture the exec who said that scales might be too strange, as though asking kids to dream wasn't the point"
New York Magazine/Vulture," August 12, 2016",David Edelstein," After half an hour or so of ... stutter steps, Pete's Dragon starts working on you, much like those gold standards of the boy-and-his-otherworldly-friend genre, E.T. and The Iron Giant."
leonardmaltin.com," August 12, 2016",Leonard Maltin, A Disney vehicle that swoops in to fill us with a sense of wonder. .. Filmmaker Lowery has helmed a joyful re-imagining destined to be the delight of the summer...
Your Movies (cleveland.com)," August 12, 2016",John Urbancich," ""The (new) Jungle Book"" it's certainly not, but anyone with a heart should enjoy ""Pete's"" easy-going resolution."
Las Vegas Review-Journal," August 12, 2016",Christopher Lawrence," Pete's Dragon is genial and family friendly. But there's entirely too much setup, precious little action, not much magic, and even at 103 minutes it feels at least 20 too long."
Common Sense Media," August 12, 2016",Yvonne Condes," Wonderful remake of Disney classic has peril, sad moments. "
Tri-City Herald," August 12, 2016",Gary Wolcott," Nothing like the original. No music thankfully. Manipulative and if you're emotional or taking kids, it's a two hanky movie. Kids might like it. Adults will be bored. "
