listing_id,high,medium,low
7142618,0.048939629,0.378515957,0.572544413
6922984,0.058870546,0.278383181,0.662746273
6860805,0.054604452,0.387702179,0.557693369
7113840,0.225424649,0.465882061,0.30869329
6843735,0.003252148,0.112680049,0.884067803
7098659,0.072544543,0.08848412,0.838971337
7209423,0.046095843,0.030769737,0.92313442
7099874,0.044216985,0.198154846,0.75762817
7098442,0.054990442,0.222877984,0.722131575
7225900,0.004930411,0.037012099,0.95805749
7170692,0.003910629,0.01993872,0.976150651
7226712,0.002973979,0.023986454,0.973039567
7210643,0.018709201,0.031063937,0.950226862
7232655,0.033465527,0.094011197,0.872523277
7098880,0.00314251,0.033966615,0.962890875
6849183,0.028910966,0.382093055,0.58899598
7099119,0.009477269,0.035762839,0.954759892
7200523,0.005719287,0.063666276,0.930614437
7171562,0.003881126,0.017837286,0.978281588
7226762,0.004494748,0.02957055,0.965934703
7226918,0.007400322,0.0306983,0.961901378
7226063,0.001980025,0.023153358,0.974866618
7099838,0.057856666,0.100153193,0.841990141
7211824,0.022279212,0.026689787,0.951031
7225802,0.003721819,0.044523561,0.951754619
7201315,0.051313,0.194117977,0.754569023
6885109,0.016347435,0.20467817,0.778974396
7200437,0.049907319,0.255777139,0.694315542
7160363,0.018901972,0.033035727,0.948062301
7226430,0.036811398,0.125440528,0.837748073
7099425,0.033894108,0.308321896,0.657783996
7201348,0.003850457,0.033430919,0.962718624
7160101,0.043660547,0.145786496,0.810552957
7170127,0.048813097,0.153133952,0.798052951
7159392,0.014388068,0.035366787,0.950245145
7210928,0.005499461,0.022168207,0.972332332
7092529,0.217297372,0.447899155,0.334803473
6887689,0.016998126,0.212838404,0.77016347
7169834,0.031779066,0.192418501,0.775802433
7210881,0.002799408,0.014814367,0.982386225
7211726,0.042988223,0.200943531,0.756068246
7210201,0.049391059,0.304885525,0.645723416
7200917,0.054816986,0.0989269,0.846256114
7173759,0.055955313,0.020493884,0.923550803
7170660,0.00131285,0.01537165,0.9833155
7226076,0.062563848,0.136234898,0.801201254
7226839,0.058473479,0.112849615,0.828676906
7170691,0.047835692,0.257691351,0.694472957
6922966,0.019356405,0.352152432,0.628491163
7226846,0.018590767,0.059763503,0.92164573
7226264,0.014731396,0.02051935,0.964749254
7211497,0.010006438,0.032522292,0.95747127
7210744,0.056925365,0.398103159,0.544971476
7210499,0.002750318,0.018256298,0.978993384
7099165,0.069538246,0.450222833,0.480238921
7227103,0.087425907,0.129316232,0.783257861
7226540,0.046423583,0.07573966,0.877836757
7172514,0.04951235,0.288971249,0.661516402
7209584,0.014276529,0.0433303,0.942393171
6932283,0.025187202,0.248990219,0.725822579
7098566,0.032770119,0.182540242,0.784689639
7210872,0.012931238,0.044633201,0.942435561
7200321,0.066059136,0.063510362,0.870430502
7099101,0.062680681,0.107482252,0.829837067
7159576,0.030675877,0.016350864,0.952973259
7200658,0.005882138,0.024374914,0.969742947
7159000,0.02464329,0.018646156,0.956710554
7226177,0.00891679,0.018479542,0.972603668
7099062,0.030511485,0.262821476,0.706667039
7173760,0.043070951,0.120944231,0.835984818
6849380,0.016240666,0.193075075,0.79068426
7159162,0.022160435,0.089789042,0.888050524
7099160,0.008348141,0.056877603,0.934774256
7178285,0.009198952,0.015847267,0.974953781
7098477,0.063755352,0.205805135,0.730439514
7171390,0.01061538,0.018815076,0.970569544
7209557,0.003411038,0.023055797,0.973533165
7098961,0.040442436,0.238877263,0.720680301
7099018,0.005521304,0.02606121,0.968417486
7210568,0.004951708,0.017448106,0.977600185
7231575,0.001707229,0.016436379,0.981856392
6883047,0.038559282,0.145241053,0.816199665
7172848,0.046283954,0.090894716,0.86282133
7098816,0.037413419,0.09041106,0.872175521
7200503,0.050192966,0.081805827,0.868001207
7226513,0.005000143,0.044985984,0.950013872
7227037,0.002200543,0.021833526,0.975965931
7098573,0.032509421,0.049437486,0.918053093
6968157,0.003488394,0.020381802,0.976129804
7002797,0.014314406,0.022077999,0.963607594
7025731,0.072828215,0.548704605,0.37846718
7079502,0.068193752,0.120616089,0.811190159
6820888,0.047756889,0.309143981,0.64309913
7171469,0.046842335,0.290484572,0.662673093
7026229,0.002128962,0.01551454,0.982356498
7002527,0.003129137,0.015269489,0.981601374
7002045,0.007431087,0.101743659,0.890825253
7038943,0.04044477,0.17323462,0.78632061
7032547,0.066962859,0.553825366,0.379211775
7042693,0.00287976,0.015856704,0.981263536
7211330,0.003331512,0.013179099,0.983489389
6967585,0.029824979,0.2684917,0.70168332
7071629,0.055274695,0.203825008,0.740900297
6912749,0.068693501,0.368723682,0.562582818
7071697,0.010892278,0.149609082,0.83949864
7079366,0.0257221,0.195236902,0.779040998
6959138,0.062030198,0.095756688,0.842213113
7002195,0.001337826,0.01537842,0.983283754
7066721,0.002920845,0.015624376,0.981454779
7039587,0.003523856,0.029917379,0.966558765
7060624,0.032130787,0.127239885,0.840629328
7063304,0.003377126,0.016247622,0.980375252
7047689,0.001350266,0.013575597,0.985074137
7030902,0.049717185,0.116220447,0.834062369
7201545,0.110690367,0.459493319,0.429816314
6889765,0.015156357,0.184377636,0.800466007
6959915,0.007734187,0.037595714,0.954670099
7060339,0.062446571,0.049150481,0.888402948
7061467,0.050220698,0.077632353,0.872146948
7201450,0.017410855,0.035057304,0.947531841
7025707,0.072985242,0.093190314,0.833824443
7075976,0.002861304,0.020369509,0.976769187
7003095,0.024733645,0.134664837,0.840601518
7026017,0.030769283,0.041114798,0.92811592
7046870,0.054638984,0.180858625,0.764502391
7072211,0.001477822,0.016706236,0.981815942
6931762,0.10670061,0.484001951,0.409297439
7060308,0.015601367,0.043238927,0.941159706
7209884,0.036135644,0.090785122,0.873079234
7061109,0.010462724,0.021965765,0.967571511
7078746,0.003900848,0.021013289,0.975085862
6968888,0.026550931,0.248984027,0.724465042
7060990,0.069884892,0.243781549,0.686333559
7209493,0.054527505,0.160485939,0.784986556
7044535,0.022325955,0.146224666,0.831449379
7079105,0.032348087,0.037620065,0.930031848
7030523,0.023067279,0.14484188,0.832090841
7224118,0.017913556,0.233059537,0.749026906
7031105,0.068081583,0.143220877,0.78869754
6958478,0.012768617,0.081847933,0.90538345
6971335,0.047186107,0.063863181,0.888950712
7025122,0.045480482,0.032949614,0.921569904
7024693,0.024333026,0.0236409,0.952026074
7033280,0.029835498,0.237866331,0.732298171
7024653,0.014301785,0.019459643,0.966238572
7063390,0.035977005,0.211571566,0.752451428
7031713,0.042379674,0.057693419,0.899926907
7031649,0.057683742,0.084466577,0.857849681
6841489,0.083172394,0.309041755,0.607785851
7065224,0.003824341,0.023132767,0.973042892
7078766,0.053297246,0.148733346,0.797969408
7074401,0.003997615,0.062460035,0.93354235
7066534,0.002571806,0.019323685,0.97810451
7065751,0.020973964,0.049331368,0.929694668
7073743,0.001816231,0.045754754,0.952429014
7074205,0.001214561,0.047726321,0.951059118
7170514,0.000842558,0.040103988,0.959053455
7071792,0.003200733,0.021196197,0.975603071
7064412,0.054795767,0.331970847,0.613233386
6877018,0.067788125,0.677372571,0.254839305
6966857,0.040407586,0.156266872,0.803325541
7226285,0.005149281,0.020724604,0.974126116
7075116,0.001348481,0.035591317,0.963060202
7060623,0.00389235,0.061473598,0.934634052
7075395,0.029039709,0.17230169,0.798658601
7024367,0.13231169,0.341966238,0.525722073
7060619,0.001835028,0.018910448,0.979254524
7079477,0.002314996,0.029561438,0.968123565
7071826,0.001169105,0.01760583,0.981225064
6967008,0.031823008,0.037558573,0.930618419
6942406,0.007970357,0.164768513,0.82726113
7061466,0.043255895,0.061729503,0.895014602
7065334,0.044078101,0.204391011,0.751530888
7025292,0.02520371,0.036851768,0.937944522
7025180,0.049535476,0.088344581,0.862119943
7061094,0.043887758,0.059405484,0.896706758
7031892,0.063934755,0.132078345,0.8039869
7024342,0.009338798,0.018905073,0.971756129
7061235,0.029860042,0.12778645,0.842353508
7160586,0.004531484,0.018381022,0.977087494
7060396,0.009875463,0.049620293,0.940504244
7162303,0.038203194,0.301721215,0.660075591
7071568,0.0391449,0.134179238,0.826675862
7041339,0.003508262,0.016885282,0.979606455
7172720,0.029359108,0.036029792,0.9346111
7173404,0.011073391,0.020151942,0.968774667
7032101,0.013634664,0.041503953,0.944861383
7065942,0.040219782,0.058386332,0.901393887
7066031,0.023448426,0.14635303,0.830198544
7071587,0.003302838,0.024155022,0.97254214
7071857,0.06356407,0.074512583,0.861923346
6967814,0.051714365,0.101139384,0.847146251
6845457,0.15885372,0.474053499,0.367092781
7032704,0.023261629,0.167329183,0.809409188
7026025,0.062939995,0.124880076,0.812179929
7041792,0.038662068,0.328682114,0.632655818
7032305,0.013102614,0.030143028,0.956754358
7024575,0.041659181,0.05298533,0.905355489
7080205,0.043443765,0.082112841,0.874443394
6959373,0.006530391,0.029006047,0.964463561
7079360,0.034873894,0.18979188,0.775334226
6967104,0.003905714,0.024606599,0.971487688
7032508,0.005009391,0.029322138,0.965668472
6882961,0.376537928,0.346647613,0.276814459
7079628,0.040434603,0.217382755,0.742182643
7025863,0.024994578,0.166291417,0.808714006
7024145,0.018304921,0.097491709,0.88420337
7031059,0.03479769,0.021672733,0.943529577
7025169,0.045201653,0.206238407,0.748559941
7025788,0.002368908,0.021572674,0.976058418
7158646,0.05211779,0.156655082,0.791227128
7031985,0.04201187,0.287448538,0.670539593
7060290,0.030707694,0.1019117,0.867380606
6970241,0.006215456,0.030498626,0.963285918
6881938,0.046476043,0.332220531,0.621303426
7200805,0.003515152,0.017144272,0.979340576
7023758,0.068548674,0.068320597,0.863130729
7026102,0.045015295,0.055717524,0.899267181
7066767,0.060405441,0.115833335,0.823761224
7209117,0.034187285,0.068018835,0.89779388
7064739,0.032135008,0.192468325,0.775396667
7075920,0.00241142,0.018667822,0.978920758
7071578,0.011554796,0.033899873,0.95454533
7042594,0.060550649,0.226057758,0.713391592
7072136,0.053881993,0.097519068,0.848598939
6959785,0.067651739,0.312950639,0.619397622
6917770,0.16587863,0.596422716,0.237698654
7030613,0.098773045,0.227478557,0.673748398
7025097,0.070651932,0.070962146,0.858385922
7065198,0.004760633,0.029811116,0.965428251
6959513,0.068111334,0.104305481,0.827583185
7226979,0.052137507,0.102583798,0.845278695
7024451,0.051933998,0.082199043,0.86586696
7072141,0.036994154,0.05295141,0.910054436
7024834,0.017418394,0.017569555,0.965012051
7041995,0.065626987,0.074476558,0.859896455
7066023,0.006364787,0.024166639,0.969468573
6839044,0.029373797,0.34908477,0.621541433
7060824,0.003071483,0.019223832,0.977704684
7047137,0.004383654,0.015934671,0.979681675
7079007,0.005251382,0.04022581,0.954522808
7024400,0.00416459,0.035356481,0.960478929
6959851,0.023807653,0.056962979,0.919229368
7039486,0.039879973,0.025770496,0.934349531
7065183,0.059339893,0.036439599,0.904220508
7209107,0.008192786,0.022522571,0.969284643
7041950,0.006530598,0.025803273,0.967666129
6960102,0.058163502,0.101965183,0.839871315
6871096,0.010560588,0.263203691,0.726235721
7002884,0.008187494,0.03141642,0.960396086
7030575,0.00539319,0.020307402,0.974299408
6967744,0.00550376,0.028268504,0.966227736
7043039,0.002022758,0.013086178,0.984891064
7159789,0.011218801,0.030907219,0.957873981
7201690,0.054305843,0.128520926,0.817173231
7065493,0.021884225,0.042025867,0.936089908
7066433,0.001440199,0.014014523,0.984545278
7072236,0.00496827,0.031384083,0.963647647
6970104,0.043827036,0.024895386,0.931277578
6886740,0.021228333,0.293269187,0.68550248
7025271,0.04910333,0.15466982,0.79622685
7066068,0.069250368,0.253623079,0.677126553
6832064,0.003858047,0.024330761,0.971811192
6907698,0.023387247,0.13979768,0.836815073
6832023,0.003972601,0.019830901,0.976196499
